SId,CId,Marks
58147,41,85
7671,72,95
58812,12,45
57407,66,90
3255,41,68
88432,4,63
53142,86,36
88858,38,87
41876,71,77
36471,65,52
43903,90,67
43686,30,39
7850,62,60
5775,33,100
4098,90,81
80834,46,99
72608,74,42
4168,77,75
19935,70,45
45690,20,66
10373,83,46
62887,59,53
66698,10,63
1525,75,91
44586,38,45
46929,54,51
21912,33,76
24897,70,99
82349,75,84
49822,21,67
40794,6,40
79455,85,54
20260,4,67
43726,78,74
17483,45,65
43052,9,64
55547,32,85
2712,67,85
13343,22,57
61734,68,100
44011,52,76
7005,8,81
82565,75,80
72705,8,98
43142,71,37
68699,34,81
57156,48,98
83662,26,39
62606,97,70
42775,59,73
19701,21,66
53354,82,48
35500,61,52
74435,9,86
76717,77,93
5856,58,91
73237,76,42
8423,14,81
59265,62,62
24323,81,84
62510,14,69
32566,52,65
56750,64,64
56526,50,37
12339,76,62
42325,48,75
76384,70,55
87429,48,62
39221,26,36
4530,8,69
85747,88,85
6901,84,37
22075,34,50
60618,93,59
40161,85,74
2252,49,47
7714,3,98
14899,97,84
55474,37,99
25202,61,45
53516,71,96
64770,5,56
53489,8,75
80177,96,84
73508,43,56
60021,66,66
80425,14,40
58278,61,44
65505,66,52
45158,44,48
32561,14,39
76166,96,36
33301,39,48
33721,75,39
27155,99,91
59499,82,42
52400,87,58
72988,65,89
87410,91,95
54183,65,49
8195,68,92
66940,42,76
55509,87,86
62489,77,83
62990,55,90
78792,58,84
32846,25,47
77360,71,66
75229,24,80
47722,85,87
60744,52,90
80504,63,74
3999,14,37
16164,27,64
50277,82,59
56661,11,45
32041,56,74
46043,85,58
49832,28,97
58304,69,74
1649,27,82
71400,45,39
11188,12,38
37397,58,47
77486,2,87
82084,51,41
17608,68,52
53622,22,76
70885,81,89
47352,58,37
66185,85,65
17184,66,45
12875,70,58
71297,51,77
13606,6,52
72680,38,46
12633,96,43
66644,27,40
81591,61,100
29293,92,74
36204,25,57
72659,18,36
76102,95,72
56414,4,81
42822,38,41
9583,62,95
61001,42,41
14781,66,77
63800,71,64
87482,72,68
78047,10,84
35173,34,89
27696,82,42
60381,55,94
11702,77,49
19840,79,87
29111,72,78
89133,63,77
56554,53,41
70128,56,87
25490,1,92
25073,4,90
57807,89,85
30808,5,41
28992,94,76
57896,61,46
58541,75,42
79234,21,53
42781,60,47
8189,34,58
56657,53,56
12680,83,89
66192,69,41
41414,10,77
25528,18,57
15528,88,67
84467,26,84
22370,96,71
46592,99,92
83164,57,99
6457,21,99
19115,16,89
30801,73,63
76576,77,80
42783,21,80
81479,25,79
52353,72,88
72317,91,100
86168,74,49
70422,62,74
72727,85,84
58315,80,97
38338,19,49
67481,57,37
65907,21,46
33690,76,58
11737,70,70
69442,78,77
33228,17,64
58576,3,98
41706,60,40
21779,43,70
5045,65,92
31688,59,76
36056,46,90
80104,39,64
72142,8,58
7602,34,79
21069,47,95
72195,95,76
41265,64,87
45025,7,92
1491,95,48
82138,16,83
65389,20,97
15354,85,44
77910,8,47
19066,4,85
29620,57,54
38273,36,59
72546,78,76
49103,38,55
35013,8,97
74101,34,98
38469,75,98
80499,78,84
88544,76,49
81883,8,35
33121,62,84
38660,3,79
7990,84,71
45097,79,57
3487,3,99
35434,28,38
24372,54,80
71420,66,72
2830,20,35
82802,81,75
73973,89,77
61482,14,84
86984,4,73
9852,1,85
48339,37,45
85613,85,87
26783,12,64
84568,4,74
68088,66,48
43366,19,42
12833,34,69
15002,6,82
4424,19,91
16950,25,37
21942,72,71
19017,74,78
71826,35,40
45602,70,68
87152,15,72
14349,21,57
64117,98,65
15195,80,91
24486,24,93
55042,69,37
48446,4,40
6604,9,71
18842,83,76
1973,80,62
82886,99,79
40920,24,50
67179,92,96
62660,91,76
23395,87,90
44200,79,70
84829,14,83
20846,3,83
62068,83,54
20102,38,44
60556,37,71
15179,75,80
51783,85,97
1643,99,90
4448,8,86
86637,84,41
38242,87,40
88725,15,76
31983,80,57
51553,48,49
61638,52,78
38454,15,67
30481,64,40
73190,51,94
40344,5,71
628,90,68
62209,40,50
61545,45,75
21574,15,88
34376,21,40
84590,42,83
50533,48,49
82313,1,36
2833,24,48
61051,61,93
23384,92,84
38156,79,39
63276,97,91
89524,99,41
75884,82,67
63399,4,85
27560,79,38
78321,39,97
3038,95,40
11377,53,61
89323,69,54
88320,29,56
65159,5,95
67202,98,83
55065,20,75
83072,15,38
49149,40,66
87900,10,89
81994,91,85
50947,95,54
78102,90,51
2849,57,75
56948,72,77
10779,82,42
81619,8,67
30840,31,46
80363,28,45
8890,46,62
87939,100,57
37923,86,88
87729,30,73
33730,70,70
89941,52,50
71960,12,43
73111,15,35
36719,16,74
2149,32,100
42250,5,38
75487,88,56
30855,91,63
72305,14,95
59162,17,96
37875,93,72
74916,23,51
74945,97,95
84597,16,64
86986,67,94
77339,9,77
69507,28,70
59100,31,86
52115,76,59
64180,33,45
26869,31,50
70564,80,79
65945,2,91
53016,82,62
3767,55,75
75289,28,57
12234,95,78
86728,8,78
23479,92,91
61814,5,47
72332,36,59
60760,77,91
28355,42,98
22378,15,80
89741,68,95
69785,39,37
60949,21,66
35165,48,37
83463,57,96
85781,69,63
89395,21,45
19014,13,95
30220,92,36
43396,91,78
63284,8,48
35002,7,58
7665,39,65
58043,52,68
67862,27,93
56363,38,41
46454,38,50
23528,49,91
29838,36,80
63310,25,91
43457,17,97
46275,80,43
64639,69,47
25958,71,86
75646,96,90
16223,60,100
83077,71,65
7516,73,59
49168,63,82
46139,8,65
20573,48,93
58394,77,92
83315,5,67
72665,95,98
48530,66,99
83984,44,69
47713,56,52
287,52,96
40311,64,59
41155,78,82
26213,25,58
6166,77,55
66164,3,42
18864,53,85
69201,62,42
21413,52,51
45307,80,35
56495,47,59
65242,97,85
25117,36,54
44833,80,51
68561,62,75
57993,66,60
58920,97,38
62627,30,51
83184,10,96
31701,65,81
46048,70,40
78318,36,67
21890,65,67
28839,1,61
88882,76,96
44426,26,68
72948,37,98
40051,52,92
75617,30,58
57182,56,40
49262,66,84
53254,42,72
45966,18,78
60297,71,98
42555,53,44
50359,84,38
2488,9,80
40970,93,35
46022,40,35
28636,71,50
29847,31,74
60208,43,82
68772,32,69
58405,91,88
4873,83,74
67748,58,52
65190,33,99
61089,100,87
38550,79,52
62134,22,96
39194,32,95
48741,84,96
47783,72,91
48175,93,85
52926,87,44
29758,74,81
30021,44,99
37221,37,80
21097,95,56
25476,82,60
5763,40,97
56448,29,40
78767,40,61
20598,40,66
53106,45,94
2648,26,51
61224,31,58
33077,12,63
52336,47,65
86049,5,40
83843,7,96
81019,27,94
33890,58,91
1549,10,35
14565,80,45
46127,14,58
67527,78,45
59015,98,74
4231,72,58
87923,91,69
58558,3,77
6778,46,43
47189,96,84
52781,3,79
56810,58,88
76418,51,72
48366,11,66
15150,62,76
66067,25,52
31531,49,96
32022,71,72
69542,19,79
85657,71,88
81604,80,38
80680,94,66
20445,12,95
53802,28,90
32705,37,99
27908,88,99
11526,19,81
56560,10,64
42410,67,85
28287,97,87
22159,95,97
59484,75,71
35437,84,57
16226,60,62
37878,14,95
64499,90,51
30379,62,62
47385,20,79
56892,84,86
83539,51,91
12046,3,88
61718,9,71
7894,23,90
34035,92,73
20228,8,71
68839,86,40
72665,35,52
60765,58,59
72109,93,38
19229,23,56
13529,62,80
68603,46,79
78921,17,77
56161,55,60
36355,76,44
7708,47,84
44237,50,53
31172,69,71
1294,70,46
125,92,66
48216,98,78
37685,42,62
62862,51,89
81521,35,84
28207,48,56
74892,97,93
82583,29,38
42698,58,58
8353,21,54
28210,57,45
16924,9,63
88364,96,75
33997,45,87
41683,10,67
2511,48,71
5106,78,81
5698,94,63
31422,55,99
68121,12,99
16947,24,86
83228,92,99
53615,76,64
15190,1,74
40515,65,59
34485,77,54
61125,16,45
53878,1,57
68474,67,66
20158,28,99
61744,90,48
75504,86,43
83532,48,42
13,37,95
12805,89,83
8924,71,80
4734,68,63
83246,95,75
28804,41,36
79406,93,51
18906,97,64
38478,12,49
60394,1,60
63397,83,37
74914,70,62
18113,33,79
89416,74,66
36230,2,71
78765,57,52
24672,90,83
18167,44,100
51749,82,100
56699,54,65
75163,44,61
1174,67,35
72629,46,75
82211,51,51
67154,54,42
75560,90,84
86239,11,78
75877,88,81
28085,37,60
81098,34,45
32773,41,55
66701,49,69
88045,56,49
79113,39,65
33973,23,93
60736,81,69
70973,94,47
1633,77,100
88747,14,90
55885,70,40
6778,14,62
15859,85,82
48615,95,81
57669,40,69
56045,8,68
64006,48,75
86248,79,59
17028,20,46
13014,63,94
44885,38,64
12108,10,61
63239,43,100
52084,65,86
69794,3,38
12325,31,86
42415,86,91
51241,75,48
9124,18,54
46541,50,72
89483,65,97
1739,96,97
66929,10,51
69903,15,38
17890,39,50
44496,32,54
67028,32,46
57481,47,68
54020,70,93
23996,83,88
29740,41,91
33429,23,58
41431,81,55
36115,73,68
65720,79,63
922,66,52
51031,85,56
44198,58,59
8523,2,78
59693,22,56
64724,46,43
53113,2,53
30024,52,42
5021,74,50
21077,37,70
7379,48,35
883,82,64
57718,82,66
24444,11,45
30778,88,65
2869,22,78
62021,9,55
75312,30,53
16705,62,48
65832,60,46
18558,15,72
60215,77,100
85304,17,51
46458,94,73
19009,61,64
46066,93,86
31573,5,45
72002,24,75
81984,34,85
34725,47,100
86435,60,51
39333,88,70
34628,62,93
31928,68,98
2037,90,58
7580,85,39
62838,33,52
33940,63,68
24040,33,43
61370,38,100
70557,2,99
24000,19,41
14613,26,81
60831,70,43
76699,1,37
69615,69,80
70049,24,52
23941,31,88
76695,97,90
29014,27,46
61678,70,78
46270,70,100
21761,3,98
3330,47,94
17470,63,63
62661,73,54
7261,48,68
51817,21,100
2480,57,51
76864,38,57
84470,91,37
23523,69,78
63705,11,82
21759,46,51
56024,79,36
13713,14,37
51894,7,82
52243,5,72
20567,99,82
72322,16,94
55844,24,89
46051,98,43
30715,30,60
70227,39,44
73078,16,60
14734,62,48
43578,84,42
61941,59,41
9101,5,93
27505,57,71
83498,41,83
25455,53,89
89260,73,72
39193,37,66
21426,12,60
81973,20,76
81939,16,72
84915,3,65
38244,4,43
33364,91,46
1013,100,68
31343,39,43
8982,67,72
58111,31,90
20199,64,98
34463,77,44
81216,19,57
66630,68,53
88691,42,74
58121,81,53
55929,60,44
41312,64,98
45115,33,43
86919,70,65
66236,77,100
57575,71,39
2062,30,78
11782,28,47
3136,15,82
31750,41,97
58266,57,60
18020,94,61
44137,70,80
31082,58,56
53548,94,52
59371,74,50
50113,55,67
13043,11,100
34062,99,93
73361,33,60
27472,68,93
68112,69,100
78437,25,40
72944,72,86
57451,76,80
25709,29,85
52588,58,42
13698,67,93
2307,22,83
3896,2,44
45298,32,84
49979,85,41
83704,31,95
21375,17,35
56650,29,49
21020,70,92
46612,67,67
45933,66,62
28975,26,54
6995,12,47
64295,90,92
82940,37,41
69986,26,41
64300,88,46
55343,38,39
9272,3,53
50461,83,64
7394,18,74
569,71,55
31257,42,36
73997,89,93
82258,14,81
48429,2,65
49051,22,87
27714,38,92
68999,46,80
83645,21,72
4726,77,69
29964,88,63
66860,42,54
20504,93,64
55461,8,47
87689,70,86
10335,89,51
73305,28,41
51377,42,35
76645,23,81
29323,86,64
30144,72,99
61560,12,57
87304,50,82
2027,93,44
89892,26,39
28581,94,40
75665,95,95
74926,36,64
72148,12,87
14893,50,59
67009,28,92
38530,10,53
2724,80,52
64389,7,90
19219,77,68
40901,56,79
58684,35,59
88867,34,81
59383,59,97
33879,17,59
27191,31,48
79836,80,98
56633,79,46
69350,22,77
89939,46,44
39959,60,62
55560,16,54
35210,94,76
75990,71,84
32762,35,88
65317,98,97
48014,8,61
75129,60,96
88102,52,88
78390,34,95
48296,67,90
1487,38,67
10026,7,35
56409,87,57
78579,87,77
81352,66,99
68804,70,94
12143,20,84
1294,60,62
33707,59,87
11887,49,81
63597,24,55
25259,94,100
41268,52,92
57638,65,80
14932,75,99
10280,89,75
15638,50,50
28163,30,61
65323,32,81
42525,38,74
60508,84,65
11304,96,62
81030,40,72
56392,67,55
55989,85,70
87590,74,71
26816,81,74
32928,40,69
35211,76,54
52981,73,48
40427,11,39
14728,37,42
3276,18,70
75592,11,78
62111,33,75
64114,65,62
87127,57,68
71897,13,56
292,62,54
74254,25,97
53924,69,57
67537,12,80
36968,55,56
66612,82,93
75800,37,49
3785,93,38
73090,32,58
68120,16,91
72534,17,59
12719,50,67
72397,30,44
55439,28,95
75283,3,54
88680,21,83
62210,64,76
82654,42,80
71849,22,73
14439,44,80
45803,88,56
4964,90,37
72622,47,52
11442,53,95
29147,15,48
48524,88,75
80162,10,39
4862,1,91
71182,98,93
84798,81,40
2999,72,93
16385,74,58
66956,13,56
53286,5,87
51010,42,64
41626,81,92
89330,42,56
10403,78,85
53772,61,58
52363,36,74
4358,27,95
29673,69,53
74718,15,94
8941,70,77
80867,100,92
13438,5,100
50791,9,43
86472,36,72
44926,83,81
65081,87,64
85625,30,100
37067,74,76
17405,15,72
39542,55,69
47769,29,68
37529,21,85
39901,38,93
31604,63,72
34055,37,67
25157,33,45
82830,80,81
58016,50,70
72936,88,79
51215,12,95
28466,24,50
431,50,75
81132,7,97
8693,11,74
52060,31,64
9202,90,61
50859,23,35
42075,31,99
26303,99,82
10783,7,96
80335,21,46
71951,18,94
23461,22,42
10713,86,96
34787,76,57
15742,34,71
24710,21,95
52531,64,55
14450,99,53
49995,40,42
81626,6,44
50587,80,88
66131,85,46
39292,79,80
37187,25,92
39165,75,54
30087,9,72
34871,90,47
34699,76,94
8155,63,95
14603,55,90
25044,50,95
52498,26,58
34247,68,67
86830,93,69
66485,84,99
35282,70,67
71564,72,46
63226,44,73
69037,100,75
84383,65,73
69572,40,40
80774,46,91
86946,87,96
3203,59,63
24533,9,63
56007,18,72
87302,34,53
76619,59,79
30669,74,84
6864,84,44
62512,50,47
30149,7,44
64578,87,51
85534,58,62
80990,89,80
59430,24,51
8102,64,54
81970,60,62
34645,71,80
54926,71,64
21,3,65
34070,7,51
81780,53,77
35164,64,74
74385,19,99
46379,41,54
86421,77,40
56916,65,79
72159,73,86
41198,68,50
27175,86,79
80929,78,35
29934,48,60
69513,25,60
47606,9,88
70690,46,88
69984,93,87
12551,24,68
86614,24,81
67086,63,66
50028,94,89
49232,70,35
75513,16,62
71848,52,76
65139,100,41
20262,13,47
19819,38,42
60852,20,78
432,25,50
71808,76,42
82738,81,69
68914,66,49
7130,50,56
1913,89,50
36339,49,95
41874,76,64
688,29,41
44593,55,70
71896,15,52
45843,4,78
57422,12,70
23792,54,83
29385,49,89
47291,16,42
60342,5,57
4625,46,41
32514,26,69
3401,95,61
19887,31,61
85232,81,86
61398,80,87
55613,33,59
66245,27,100
66623,70,38
76516,20,45
66499,57,98
38335,61,49
7882,79,39
48,25,95
986,13,58
36248,43,96
84635,7,83
24136,69,58
49342,95,65
59866,85,85
74131,18,42
29352,53,78
716,76,67
83197,41,91
66740,74,88
18236,12,95
6172,8,49
43800,29,53
30150,87,42
4828,42,86
61211,80,63
62003,7,36
31091,12,43
26690,88,72
45561,21,88
3141,6,49
46784,84,41
83300,5,65
40535,44,76
79103,71,46
37778,98,94
37159,76,61
60348,38,96
33840,77,87
39511,42,88
59258,55,51
17298,21,94
44105,6,86
37533,16,57
15956,50,77
38810,83,64
67631,75,50
74137,87,60
69822,75,70
68417,8,65
5599,36,57
41337,53,47
13961,18,36
40337,14,97
49849,80,49
8819,25,55
70063,5,66
36676,42,78
16095,87,96
81389,14,54
6724,48,55
74900,81,51
74162,8,44
75976,43,89
82194,36,51
2823,27,98
40070,2,67
79343,51,53
40832,78,61
37062,1,91
6653,41,46
14315,37,72
34057,74,98
49815,14,99
22214,2,38
14415,74,54
4387,18,40
49301,29,76
74362,95,59
84538,66,36
4626,39,44
4009,55,66
58705,76,60
67331,10,68
21319,73,56
65628,46,98
49039,7,35
23825,77,36
88984,10,48
73934,26,90
4803,29,79
17496,42,54
40494,33,88
49677,99,35
85792,78,58
83945,8,90
37289,20,82
43701,41,41
89110,62,64
77245,37,92
3738,33,35
63735,77,47
43542,16,36
26578,75,98
80504,29,37
21747,10,59
3587,99,39
60800,28,96
61993,21,64
2118,94,60
51294,39,51
74850,22,49
28474,13,67
61858,60,68
44094,67,38
4047,63,66
53946,10,61
75716,32,82
41845,26,72
15862,41,97
58920,86,53
79434,84,51
40310,24,87
66525,61,93
41494,77,61
7521,9,46
43273,6,42
65474,28,66
16428,85,35
44376,95,84
39178,43,87
44005,75,80
15996,49,61
25907,94,61
86344,43,63
74762,42,63
46635,37,99
44427,19,51
85283,57,49
40138,75,72
55294,53,70
46391,72,67
18229,81,54
62815,95,89
62159,10,79
71619,89,81
61033,60,84
51544,60,58
7760,78,45
84507,60,59
11323,50,63
50518,73,87
35166,74,40
13788,22,87
40659,86,70
60315,40,87
46988,34,91
60927,84,94
69977,47,63
5011,3,49
36320,59,79
44779,42,70
54594,48,74
48833,4,93
83052,26,93
42110,8,62
37055,68,97
4068,53,47
59745,22,88
49382,30,76
75362,39,71
77362,42,35
39896,78,53
44747,30,41
47936,59,96
85698,70,73
36685,33,40
73195,59,41
56284,98,38
1388,49,61
65328,76,96
38374,66,82
10752,99,74
68478,43,95
77132,5,89
19039,48,76
73005,5,78
89439,83,43
49886,47,72
71843,95,63
85100,62,85
18448,14,79
66083,5,85
34764,8,63
64174,14,99
24607,39,79
11877,5,83
60321,11,64
82617,14,88
37293,97,37
77283,46,67
15310,95,44
66486,87,72
39482,100,39
77104,3,46
65801,53,75
45486,98,48
35619,26,86
65625,47,60
89431,82,36
78161,84,79
30087,20,65
49234,63,57
46032,11,93
70357,25,68
62854,58,99
6025,9,84
58427,20,53
61350,65,46
73130,73,36
84873,31,68
85805,76,75
64115,77,46
62563,64,87
56951,74,44
75091,46,62
30474,36,35
64798,47,54
77354,54,79
48733,85,41
58147,58,44
85873,2,47
45259,13,84
59642,87,93
37092,33,36
4650,23,98
62072,83,70
12246,100,78
18385,3,68
36378,75,85
56662,64,60
12392,11,49
73227,78,43
56823,38,50
75586,43,78
57852,26,99
42238,64,57
4309,18,94
66664,92,76
38346,83,64
21948,27,54
1803,13,94
40285,7,53
2552,89,86
13041,12,89
6333,20,94
11166,55,88
11861,26,69
62763,7,38
6584,22,35
77014,47,53
8385,98,53
941,86,88
53617,97,41
12601,93,68
56386,17,98
30802,46,95
1931,10,70
53399,45,85
12430,67,47
34341,8,41
60250,12,62
8472,6,41
26419,12,52
38703,10,47
84274,77,97
40043,48,85
85308,77,42
81401,9,74
28411,55,85
73596,90,73
41675,47,43
49795,37,89
44448,83,50
30592,44,80
89271,7,77
4123,15,39
16605,85,97
2672,56,36
69163,1,82
59841,62,78
10077,16,51
88120,49,96
59478,18,46
70369,73,84
24181,34,54
27119,60,59
11473,73,72
78821,27,87
46907,42,38
86179,44,47
76302,89,52
56475,95,73
73996,16,54
66840,40,72
30131,94,73
12875,82,57
59440,35,56
63431,66,82
41725,28,89
7689,64,71
67233,15,52
48727,56,39
2642,54,78
61533,67,50
11782,58,81
15253,14,65
83745,74,54
33513,75,58
67469,27,47
39149,26,83
89975,68,80
44969,97,84
84252,98,44
61307,46,82
65644,67,41
14628,75,65
72310,49,99
79855,93,100
76333,7,95
33300,15,64
33999,65,91
38083,39,73
12480,53,92
18203,21,56
85800,35,69
6912,59,61
66115,77,97
82964,28,90
7741,95,85
44195,41,48
28448,75,43
59996,29,39
86221,15,91
39157,87,89
52780,66,67
17421,16,36
36348,73,90
80014,80,66
49860,95,82
37889,27,84
66162,12,55
82035,95,70
46779,3,90
60881,31,43
36896,73,61
45042,94,46
1158,98,98
88210,2,38
27663,32,99
19290,42,71
60503,14,64
24100,92,71
78474,37,81
51367,94,86
38761,81,57
71563,42,52
46367,18,52
59515,69,63
15910,26,99
8205,2,43
78130,13,47
84062,4,95
60956,42,90
52513,60,81
23010,13,62
81127,1,64
41751,71,49
80467,33,61
38404,24,72
61675,73,63
7770,100,62
35183,60,54
10084,56,59
7831,48,56
41124,49,99
85879,4,53
67514,8,46
52469,87,56
8600,21,63
43328,48,47
67821,95,39
37738,74,84
17443,48,42
39244,40,81
26783,81,66
22979,67,52
23252,78,39
29873,89,74
89551,69,41
51690,9,69
86595,23,42
26441,63,79
1837,27,53
60448,39,41
26425,9,100
34428,44,72
30936,6,62
15787,61,65
13972,74,71
55534,34,75
80754,51,75
88997,19,61
41087,20,55
85931,29,75
66206,31,85
76529,38,68
75151,54,38
4937,46,40
13975,86,92
73368,71,63
7436,67,40
11200,70,48
40662,31,76
34344,89,85
57358,88,37
25419,33,44
32853,8,96
20943,35,93
24638,19,60
45146,89,99
28944,32,67
7558,79,57
88303,41,35
80824,97,91
62092,55,84
34415,11,52
79193,53,47
36477,53,61
65488,22,50
79608,21,90
46415,15,57
34376,52,46
53270,59,72
81509,33,75
25350,49,96
61452,69,98
87362,14,40
42932,41,76
39717,79,59
62210,89,44
22802,54,88
19630,93,78
52572,51,54
3885,31,70
30313,13,57
76681,89,39
1555,1,67
85539,86,78
57025,38,79
59144,68,45
31457,74,77
28790,93,72
62719,67,80
4071,35,68
39225,22,79
68179,46,79
51739,68,84
37365,46,48
86374,10,53
75617,35,92
44374,87,83
70262,67,58
24710,68,39
55312,97,67
34219,92,61
54344,3,80
87435,2,92
21322,33,77
63286,93,84
61884,9,35
18388,2,57
26125,46,54
7940,83,43
28376,30,89
45178,48,77
77006,56,39
19487,86,95
71174,33,48
15163,3,62
88091,95,71
47219,41,67
17814,70,60
84161,54,41
40573,14,57
21632,97,65
23176,90,69
63878,17,82
86362,87,68
19602,1,41
83702,15,51
57801,48,75
85461,32,36
56572,41,68
15758,27,58
64456,93,52
56319,8,51
20268,74,83
57046,53,61
89562,5,66
4305,54,39
20515,14,82
12582,25,76
88271,21,95
28624,90,65
580,6,60
64153,6,90
46593,44,90
64664,95,69
33684,88,52
3001,95,95
67446,78,63
44273,72,62
9194,30,85
39219,79,83
77732,80,98
84513,74,78
11968,16,38
85970,94,52
40012,73,82
50887,75,44
4120,48,40
60169,31,85
14737,5,73
31312,21,64
65709,98,58
78177,29,95
63747,39,78
7190,72,87
33179,2,75
37911,21,97
11506,63,78
31580,93,57
67167,66,39
48339,56,44
42125,10,45
78528,49,99
74844,26,39
70615,75,67
60163,59,90
58977,15,89
89848,12,40
66906,53,59
41374,91,48
70483,73,74
74227,82,58
86333,14,40
33569,42,37
65228,18,63
3972,70,35
75427,10,50
28814,25,47
64406,28,73
6640,58,69
38576,70,46
36672,19,61
8887,29,47
33106,55,77
20508,6,72
67304,1,64
20520,43,88
53167,24,83
62797,91,81
21314,45,69
61160,5,97
83442,90,75
50546,61,87
74561,35,52
10414,78,60
25660,69,38
17815,30,79
77167,21,75
59693,52,79
26308,71,56
8737,36,94
2461,91,39
8107,65,84
52527,28,62
62259,9,45
65519,70,78
21211,27,74
58689,25,88
51742,53,63
67138,65,66
22777,47,83
3922,13,60
73165,28,65
22406,91,84
43611,30,96
24926,7,53
81574,96,57
49133,42,48
51911,95,38
43491,52,40
23032,53,40
61220,28,63
57525,100,52
50271,39,48
16422,67,95
27430,65,77
18957,64,42
47749,34,63
36584,89,57
22889,80,66
35535,12,53
61891,34,71
6006,3,43
57800,91,40
46246,57,93
35067,33,42
87831,52,95
29383,34,57
2453,16,46
8900,3,92
83715,48,46
62343,56,60
56313,98,83
81983,23,93
64487,47,91
63081,97,58
45703,90,42
39663,94,50
59517,29,62
44280,36,77
61371,20,49
294,30,41
55268,46,52
66365,48,43
70257,15,90
39919,77,50
60892,17,44
47729,17,88
37953,84,45
38619,96,91
45813,48,50
66769,66,35
40503,10,84
53730,66,60
37435,19,94
49359,80,66
18962,13,47
13999,74,52
11652,43,56
30682,39,85
34187,66,99
80363,39,43
70717,61,60
2341,97,99
45946,20,37
86631,11,47
40394,81,90
78041,13,53
44785,70,79
89962,25,67
69777,58,71
31088,84,65
88612,45,84
41279,45,98
35400,27,65
64546,24,72
57354,100,58
35992,42,79
8378,32,66
5424,92,39
54750,98,99
69611,37,51
60037,38,77
30988,74,49
13410,22,41
78550,64,91
38176,26,87
71608,82,59
52865,57,76
8525,69,91
43459,51,48
55333,10,65
50434,82,88
9034,15,45
48026,65,35
84507,27,84
55024,63,42
40250,15,95
1510,71,39
61337,47,91
29286,29,94
25259,64,77
2139,58,39
8747,35,83
13037,11,89
50723,93,97
68034,37,95
31541,41,64
3985,71,89
72912,81,90
62300,99,69
7754,82,61
48622,46,35
20090,86,92
73967,47,100
37699,68,60
36678,45,95
22266,97,35
88682,37,38
23057,3,93
64137,88,37
28795,92,75
55846,25,93
31582,92,97
3257,19,96
81970,74,80
56135,29,52
17194,74,81
30821,98,87
34480,9,100
59791,56,57
25716,94,78
7314,5,99
18110,60,77
47817,27,65
24774,20,95
56331,79,44
10237,8,38
71081,47,94
26341,17,91
36657,32,71
18146,91,76
66099,25,63
53332,27,47
21492,38,50
3851,62,52
458,26,73
56649,65,76
72202,78,60
42176,78,61
85116,90,52
1525,38,45
18617,28,86
72940,51,91
16879,30,97
63382,82,79
